Reading data from cleanedMatchTeamData.csv
Loading data...
Dataset size: 23002, Train DL size: 18402, Test DL size: 4600
Finished loading data!
Training model...
Epoch [1/50000], Loss: 1.1040, Train error: 0.7258, Dev error: 0.7235
Epoch [2/50000], Loss: 1.0996, Train error: 0.5427, Dev error: 0.5361
Epoch [3/50000], Loss: 1.0955, Train error: 0.5427, Dev error: 0.5361
Epoch [4/50000], Loss: 1.0918, Train error: 0.5427, Dev error: 0.5361
Epoch [5/50000], Loss: 1.0884, Train error: 0.5427, Dev error: 0.5361
Epoch [6/50000], Loss: 1.0852, Train error: 0.5427, Dev error: 0.5361
Epoch [113/50000], Loss: 0.9956, Train error: 0.4682, Dev error: 0.4661
Epoch [114/50000], Loss: 0.9955, Train error: 0.4679, Dev error: 0.4661
Epoch [115/50000], Loss: 0.9955, Train error: 0.4680, Dev error: 0.4665
Epoch [116/50000], Loss: 0.9954, Train error: 0.4679, Dev error: 0.4665
Epoch [117/50000], Loss: 0.9953, Train error: 0.4678, Dev error: 0.4663
Epoch [118/50000], Loss: 0.9953, Train error: 0.4674, Dev error: 0.4663
Epoch [119/50000], Loss: 0.9952, Train error: 0.4673, Dev error: 0.4663
Epoch [120/50000], Loss: 0.9952, Train error: 0.4671, Dev error: 0.4663
Epoch [121/50000], Loss: 0.9951, Train error: 0.4670, Dev error: 0.4663
Epoch [122/50000], Loss: 0.9951, Train error: 0.4669, Dev error: 0.4661
Epoch [123/50000], Loss: 0.9950, Train error: 0.4668, Dev error: 0.4661
Epoch [124/50000], Loss: 0.9949, Train error: 0.4669, Dev error: 0.4661
Epoch [125/50000], Loss: 0.9949, Train error: 0.4670, Dev error: 0.4661
Epoch [126/50000], Loss: 0.9948, Train error: 0.4671, Dev error: 0.4661
Epoch [127/50000], Loss: 0.9948, Train error: 0.4671, Dev error: 0.4661
Epoch [128/50000], Loss: 0.9947, Train error: 0.4671, Dev error: 0.4663
Epoch [129/50000], Loss: 0.9947, Train error: 0.4672, Dev error: 0.4663
Epoch [130/50000], Loss: 0.9946, Train error: 0.4671, Dev error: 0.4667
Epoch [131/50000], Loss: 0.9946, Train error: 0.4673, Dev error: 0.4665
Epoch [132/50000], Loss: 0.9945, Train error: 0.4672, Dev error: 0.4667
Epoch [133/50000], Loss: 0.9945, Train error: 0.4671, Dev error: 0.4667
Epoch [134/50000], Loss: 0.9944, Train error: 0.4669, Dev error: 0.4667
Epoch [135/50000], Loss: 0.9944, Train error: 0.4670, Dev error: 0.4665
Epoch [136/50000], Loss: 0.9943, Train error: 0.4671, Dev error: 0.4667
Epoch [137/50000], Loss: 0.9943, Train error: 0.4669, Dev error: 0.4670
Epoch [138/50000], Loss: 0.9942, Train error: 0.4667, Dev error: 0.4670
Epoch [139/50000], Loss: 0.9942, Train error: 0.4668, Dev error: 0.4672
Epoch [140/50000], Loss: 0.9941, Train error: 0.4667, Dev error: 0.4672
Epoch [141/50000], Loss: 0.9941, Train error: 0.4667, Dev error: 0.4672
Epoch [142/50000], Loss: 0.9940, Train error: 0.4666, Dev error: 0.4670
Epoch [143/50000], Loss: 0.9940, Train error: 0.4667, Dev error: 0.4670
Epoch [144/50000], Loss: 0.9939, Train error: 0.4665, Dev error: 0.4670
Epoch [145/50000], Loss: 0.9939, Train error: 0.4666, Dev error: 0.4674
Epoch [146/50000], Loss: 0.9938, Train error: 0.4666, Dev error: 0.4674
Epoch [147/50000], Loss: 0.9938, Train error: 0.4666, Dev error: 0.4672
Epoch [148/50000], Loss: 0.9937, Train error: 0.4667, Dev error: 0.4667
Epoch [149/50000], Loss: 0.9937, Train error: 0.4666, Dev error: 0.4665
Epoch [150/50000], Loss: 0.9937, Train error: 0.4665, Dev error: 0.4665
Epoch [151/50000], Loss: 0.9936, Train error: 0.4665, Dev error: 0.4667
Epoch [152/50000], Loss: 0.9936, Train error: 0.4663, Dev error: 0.4674
Epoch [153/50000], Loss: 0.9935, Train error: 0.4662, Dev error: 0.4674
Epoch [154/50000], Loss: 0.9935, Train error: 0.4661, Dev error: 0.4680
Epoch [155/50000], Loss: 0.9934, Train error: 0.4658, Dev error: 0.4683
Epoch [156/50000], Loss: 0.9934, Train error: 0.4659, Dev error: 0.4683
Epoch [157/50000], Loss: 0.9933, Train error: 0.4658, Dev error: 0.4687
Epoch [158/50000], Loss: 0.9933, Train error: 0.4657, Dev error: 0.4687
Epoch [159/50000], Loss: 0.9932, Train error: 0.4656, Dev error: 0.4689
Epoch [160/50000], Loss: 0.9932, Train error: 0.4654, Dev error: 0.4689
Epoch [161/50000], Loss: 0.9931, Train error: 0.4653, Dev error: 0.4687
Epoch [162/50000], Loss: 0.9931, Train error: 0.4653, Dev error: 0.4687
Epoch [163/50000], Loss: 0.9931, Train error: 0.4654, Dev error: 0.4689
Epoch [164/50000], Loss: 0.9930, Train error: 0.4653, Dev error: 0.4691
Epoch [165/50000], Loss: 0.9930, Train error: 0.4651, Dev error: 0.4691
Epoch [166/50000], Loss: 0.9929, Train error: 0.4652, Dev error: 0.4691
Epoch [167/50000], Loss: 0.9929, Train error: 0.4652, Dev error: 0.4691
Epoch [168/50000], Loss: 0.9928, Train error: 0.4649, Dev error: 0.4691
Epoch [169/50000], Loss: 0.9928, Train error: 0.4651, Dev error: 0.4691
Epoch [170/50000], Loss: 0.9927, Train error: 0.4651, Dev error: 0.4693
Epoch [171/50000], Loss: 0.9927, Train error: 0.4651, Dev error: 0.4689
Epoch [172/50000], Loss: 0.9927, Train error: 0.4651, Dev error: 0.4687
Epoch [173/50000], Loss: 0.9926, Train error: 0.4649, Dev error: 0.4691
Epoch [174/50000], Loss: 0.9926, Train error: 0.4649, Dev error: 0.4691
Epoch [175/50000], Loss: 0.9925, Train error: 0.4647, Dev error: 0.4689
Epoch [176/50000], Loss: 0.9925, Train error: 0.4647, Dev error: 0.4691
Epoch [177/50000], Loss: 0.9924, Train error: 0.4645, Dev error: 0.4687
Epoch [178/50000], Loss: 0.9924, Train error: 0.4644, Dev error: 0.4687
Epoch [179/50000], Loss: 0.9924, Train error: 0.4643, Dev error: 0.4689
Epoch [180/50000], Loss: 0.9923, Train error: 0.4642, Dev error: 0.4685
Epoch [181/50000], Loss: 0.9923, Train error: 0.4642, Dev error: 0.4685
Epoch [182/50000], Loss: 0.9922, Train error: 0.4644, Dev error: 0.4685
Epoch [183/50000], Loss: 0.9922, Train error: 0.4642, Dev error: 0.4683
Epoch [184/50000], Loss: 0.9921, Train error: 0.4640, Dev error: 0.4685
Epoch [185/50000], Loss: 0.9921, Train error: 0.4639, Dev error: 0.4687
Epoch [186/50000], Loss: 0.9921, Train error: 0.4638, Dev error: 0.4685
Epoch [187/50000], Loss: 0.9920, Train error: 0.4638, Dev error: 0.4685
Epoch [188/50000], Loss: 0.9920, Train error: 0.4638, Dev error: 0.4683
Epoch [189/50000], Loss: 0.9919, Train error: 0.4637, Dev error: 0.4683
Epoch [190/50000], Loss: 0.9919, Train error: 0.4636, Dev error: 0.4683
Epoch [191/50000], Loss: 0.9918, Train error: 0.4636, Dev error: 0.4683
Epoch [192/50000], Loss: 0.9918, Train error: 0.4636, Dev error: 0.4685
Epoch [193/50000], Loss: 0.9917, Train error: 0.4636, Dev error: 0.4685
Epoch [194/50000], Loss: 0.9917, Train error: 0.4635, Dev error: 0.4685
Epoch [195/50000], Loss: 0.9917, Train error: 0.4634, Dev error: 0.4680
Epoch [196/50000], Loss: 0.9916, Train error: 0.4632, Dev error: 0.4680
Epoch [197/50000], Loss: 0.9916, Train error: 0.4632, Dev error: 0.4680
Epoch [198/50000], Loss: 0.9915, Train error: 0.4630, Dev error: 0.4683
Epoch [199/50000], Loss: 0.9915, Train error: 0.4630, Dev error: 0.4683
Epoch [200/50000], Loss: 0.9914, Train error: 0.4628, Dev error: 0.4683
Epoch [201/50000], Loss: 0.9914, Train error: 0.4628, Dev error: 0.4683
Epoch [202/50000], Loss: 0.9913, Train error: 0.4628, Dev error: 0.4683
Epoch [203/50000], Loss: 0.9913, Train error: 0.4627, Dev error: 0.4685
Epoch [204/50000], Loss: 0.9912, Train error: 0.4628, Dev error: 0.4685
Epoch [205/50000], Loss: 0.9912, Train error: 0.4626, Dev error: 0.4685
Epoch [206/50000], Loss: 0.9912, Train error: 0.4625, Dev error: 0.4687
Epoch [207/50000], Loss: 0.9911, Train error: 0.4626, Dev error: 0.4687
Epoch [208/50000], Loss: 0.9911, Train error: 0.4624, Dev error: 0.4687
Epoch [209/50000], Loss: 0.9910, Train error: 0.4623, Dev error: 0.4687
Epoch [210/50000], Loss: 0.9910, Train error: 0.4622, Dev error: 0.4687
Epoch [211/50000], Loss: 0.9909, Train error: 0.4622, Dev error: 0.4687
Epoch [212/50000], Loss: 0.9909, Train error: 0.4620, Dev error: 0.4685
Epoch [213/50000], Loss: 0.9908, Train error: 0.4620, Dev error: 0.4687
Epoch [214/50000], Loss: 0.9908, Train error: 0.4619, Dev error: 0.4691
Epoch [215/50000], Loss: 0.9907, Train error: 0.4620, Dev error: 0.4693
Epoch [216/50000], Loss: 0.9907, Train error: 0.4619, Dev error: 0.4693
Epoch [217/50000], Loss: 0.9907, Train error: 0.4616, Dev error: 0.4693
Epoch [218/50000], Loss: 0.9906, Train error: 0.4616, Dev error: 0.4689
Epoch [219/50000], Loss: 0.9906, Train error: 0.4616, Dev error: 0.4685
Epoch [220/50000], Loss: 0.9905, Train error: 0.4616, Dev error: 0.4685
Epoch [221/50000], Loss: 0.9905, Train error: 0.4615, Dev error: 0.4685
Epoch [222/50000], Loss: 0.9904, Train error: 0.4615, Dev error: 0.4687
Epoch [223/50000], Loss: 0.9904, Train error: 0.4614, Dev error: 0.4687
Epoch [224/50000], Loss: 0.9903, Train error: 0.4613, Dev error: 0.4687
Epoch [225/50000], Loss: 0.9903, Train error: 0.4612, Dev error: 0.4687
Epoch [226/50000], Loss: 0.9902, Train error: 0.4611, Dev error: 0.4687
Epoch [227/50000], Loss: 0.9902, Train error: 0.4610, Dev error: 0.4689
Epoch [228/50000], Loss: 0.9901, Train error: 0.4612, Dev error: 0.4689
Epoch [229/50000], Loss: 0.9901, Train error: 0.4611, Dev error: 0.4685
Epoch [230/50000], Loss: 0.9900, Train error: 0.4609, Dev error: 0.4685
Epoch [231/50000], Loss: 0.9900, Train error: 0.4608, Dev error: 0.4685
Epoch [232/50000], Loss: 0.9899, Train error: 0.4607, Dev error: 0.4687
Epoch [233/50000], Loss: 0.9899, Train error: 0.4607, Dev error: 0.4687
Epoch [234/50000], Loss: 0.9898, Train error: 0.4606, Dev error: 0.4691
Epoch [235/50000], Loss: 0.9898, Train error: 0.4605, Dev error: 0.4693
Epoch [236/50000], Loss: 0.9897, Train error: 0.4605, Dev error: 0.4693
Epoch [237/50000], Loss: 0.9897, Train error: 0.4602, Dev error: 0.4693
Epoch [238/50000], Loss: 0.9896, Train error: 0.4604, Dev error: 0.4693
Epoch [239/50000], Loss: 0.9896, Train error: 0.4602, Dev error: 0.4691
Epoch [240/50000], Loss: 0.9895, Train error: 0.4602, Dev error: 0.4689
Epoch [241/50000], Loss: 0.9895, Train error: 0.4599, Dev error: 0.4689
Epoch [242/50000], Loss: 0.9894, Train error: 0.4600, Dev error: 0.4689
Epoch [243/50000], Loss: 0.9894, Train error: 0.4598, Dev error: 0.4687
Epoch [244/50000], Loss: 0.9893, Train error: 0.4598, Dev error: 0.4687
Epoch [245/50000], Loss: 0.9893, Train error: 0.4595, Dev error: 0.4689
Epoch [246/50000], Loss: 0.9892, Train error: 0.4594, Dev error: 0.4691
Epoch [247/50000], Loss: 0.9892, Train error: 0.4589, Dev error: 0.4691
Epoch [248/50000], Loss: 0.9891, Train error: 0.4589, Dev error: 0.4691
Epoch [249/50000], Loss: 0.9891, Train error: 0.4589, Dev error: 0.4691
Epoch [250/50000], Loss: 0.9890, Train error: 0.4587, Dev error: 0.4687
Epoch [251/50000], Loss: 0.9890, Train error: 0.4586, Dev error: 0.4693
Epoch [252/50000], Loss: 0.9889, Train error: 0.4586, Dev error: 0.4696
Epoch [253/50000], Loss: 0.9889, Train error: 0.4583, Dev error: 0.4696
Epoch [254/50000], Loss: 0.9888, Train error: 0.4581, Dev error: 0.4696
Epoch [255/50000], Loss: 0.9888, Train error: 0.4580, Dev error: 0.4698
Epoch [256/50000], Loss: 0.9887, Train error: 0.4582, Dev error: 0.4698
Epoch [257/50000], Loss: 0.9887, Train error: 0.4581, Dev error: 0.4702
Epoch [258/50000], Loss: 0.9886, Train error: 0.4580, Dev error: 0.4702
Epoch [259/50000], Loss: 0.9886, Train error: 0.4576, Dev error: 0.4707
Epoch [260/50000], Loss: 0.9885, Train error: 0.4577, Dev error: 0.4704
Epoch [261/50000], Loss: 0.9884, Train error: 0.4575, Dev error: 0.4709
Epoch [262/50000], Loss: 0.9884, Train error: 0.4575, Dev error: 0.4709
Epoch [263/50000], Loss: 0.9883, Train error: 0.4573, Dev error: 0.4704
Epoch [264/50000], Loss: 0.9883, Train error: 0.4573, Dev error: 0.4704
Epoch [265/50000], Loss: 0.9882, Train error: 0.4572, Dev error: 0.4702
Epoch [266/50000], Loss: 0.9882, Train error: 0.4570, Dev error: 0.4707
Epoch [267/50000], Loss: 0.9881, Train error: 0.4569, Dev error: 0.4713
Epoch [268/50000], Loss: 0.9881, Train error: 0.4567, Dev error: 0.4713
Epoch [269/50000], Loss: 0.9880, Train error: 0.4569, Dev error: 0.4711
Epoch [270/50000], Loss: 0.9880, Train error: 0.4568, Dev error: 0.4713
Epoch [271/50000], Loss: 0.9879, Train error: 0.4565, Dev error: 0.4709
Epoch [272/50000], Loss: 0.9879, Train error: 0.4565, Dev error: 0.4709
Epoch [273/50000], Loss: 0.9878, Train error: 0.4564, Dev error: 0.4711
Epoch [274/50000], Loss: 0.9877, Train error: 0.4563, Dev error: 0.4709
Epoch [275/50000], Loss: 0.9877, Train error: 0.4561, Dev error: 0.4704
Epoch [276/50000], Loss: 0.9876, Train error: 0.4560, Dev error: 0.4707
Epoch [277/50000], Loss: 0.9876, Train error: 0.4558, Dev error: 0.4704
Epoch [278/50000], Loss: 0.9875, Train error: 0.4555, Dev error: 0.4707
Epoch [279/50000], Loss: 0.9875, Train error: 0.4553, Dev error: 0.4704
Epoch [280/50000], Loss: 0.9874, Train error: 0.4553, Dev error: 0.4704
Epoch [281/50000], Loss: 0.9874, Train error: 0.4551, Dev error: 0.4704
Epoch [282/50000], Loss: 0.9873, Train error: 0.4552, Dev error: 0.4704
Epoch [283/50000], Loss: 0.9872, Train error: 0.4550, Dev error: 0.4707
Epoch [284/50000], Loss: 0.9872, Train error: 0.4550, Dev error: 0.4704
Epoch [285/50000], Loss: 0.9871, Train error: 0.4548, Dev error: 0.4711
Epoch [286/50000], Loss: 0.9871, Train error: 0.4549, Dev error: 0.4707
Epoch [287/50000], Loss: 0.9870, Train error: 0.4546, Dev error: 0.4713
Epoch [288/50000], Loss: 0.9870, Train error: 0.4548, Dev error: 0.4707
Epoch [289/50000], Loss: 0.9869, Train error: 0.4546, Dev error: 0.4709
Epoch [290/50000], Loss: 0.9868, Train error: 0.4544, Dev error: 0.4709
Epoch [291/50000], Loss: 0.9868, Train error: 0.4541, Dev error: 0.4709
Epoch [292/50000], Loss: 0.9867, Train error: 0.4541, Dev error: 0.4711
Epoch [293/50000], Loss: 0.9867, Train error: 0.4539, Dev error: 0.4715
Epoch [294/50000], Loss: 0.9866, Train error: 0.4537, Dev error: 0.4715
Epoch [295/50000], Loss: 0.9866, Train error: 0.4537, Dev error: 0.4713
Epoch [296/50000], Loss: 0.9865, Train error: 0.4538, Dev error: 0.4715
Epoch [297/50000], Loss: 0.9864, Train error: 0.4535, Dev error: 0.4713
Epoch [298/50000], Loss: 0.9864, Train error: 0.4535, Dev error: 0.4715
Epoch [299/50000], Loss: 0.9863, Train error: 0.4534, Dev error: 0.4715
Epoch [300/50000], Loss: 0.9863, Train error: 0.4535, Dev error: 0.4713
Epoch [301/50000], Loss: 0.9862, Train error: 0.4533, Dev error: 0.4713
Epoch [302/50000], Loss: 0.9861, Train error: 0.4534, Dev error: 0.4711
Epoch [303/50000], Loss: 0.9861, Train error: 0.4533, Dev error: 0.4711
Epoch [304/50000], Loss: 0.9860, Train error: 0.4532, Dev error: 0.4711
Epoch [305/50000], Loss: 0.9860, Train error: 0.4530, Dev error: 0.4711
Epoch [306/50000], Loss: 0.9859, Train error: 0.4527, Dev error: 0.4711
Epoch [307/50000], Loss: 0.9858, Train error: 0.4526, Dev error: 0.4711
Epoch [308/50000], Loss: 0.9858, Train error: 0.4525, Dev error: 0.4709
Epoch [309/50000], Loss: 0.9857, Train error: 0.4526, Dev error: 0.4711
Epoch [310/50000], Loss: 0.9856, Train error: 0.4521, Dev error: 0.4711
Epoch [311/50000], Loss: 0.9856, Train error: 0.4522, Dev error: 0.4713
Epoch [312/50000], Loss: 0.9855, Train error: 0.4521, Dev error: 0.4713
Epoch [313/50000], Loss: 0.9855, Train error: 0.4519, Dev error: 0.4717
Epoch [314/50000], Loss: 0.9854, Train error: 0.4519, Dev error: 0.4713
Epoch [315/50000], Loss: 0.9853, Train error: 0.4517, Dev error: 0.4715
Epoch [316/50000], Loss: 0.9853, Train error: 0.4516, Dev error: 0.4715
Epoch [317/50000], Loss: 0.9852, Train error: 0.4516, Dev error: 0.4715
Epoch [318/50000], Loss: 0.9851, Train error: 0.4513, Dev error: 0.4713
Epoch [319/50000], Loss: 0.9851, Train error: 0.4515, Dev error: 0.4715
Epoch [320/50000], Loss: 0.9850, Train error: 0.4513, Dev error: 0.4713
Epoch [321/50000], Loss: 0.9849, Train error: 0.4513, Dev error: 0.4715
Epoch [322/50000], Loss: 0.9849, Train error: 0.4512, Dev error: 0.4715
Epoch [323/50000], Loss: 0.9848, Train error: 0.4510, Dev error: 0.4715
Epoch [324/50000], Loss: 0.9847, Train error: 0.4508, Dev error: 0.4717
Epoch [325/50000], Loss: 0.9847, Train error: 0.4508, Dev error: 0.4715
Epoch [326/50000], Loss: 0.9846, Train error: 0.4506, Dev error: 0.4717
Epoch [327/50000], Loss: 0.9845, Train error: 0.4506, Dev error: 0.4724
Epoch [328/50000], Loss: 0.9845, Train error: 0.4501, Dev error: 0.4720
Epoch [329/50000], Loss: 0.9844, Train error: 0.4503, Dev error: 0.4730
Epoch [330/50000], Loss: 0.9843, Train error: 0.4498, Dev error: 0.4717
Epoch [331/50000], Loss: 0.9843, Train error: 0.4503, Dev error: 0.4730
Epoch [332/50000], Loss: 0.9842, Train error: 0.4499, Dev error: 0.4722
Epoch [333/50000], Loss: 0.9841, Train error: 0.4503, Dev error: 0.4728
Epoch [334/50000], Loss: 0.9841, Train error: 0.4498, Dev error: 0.4724
